Enrollment Number,Year,Stream,pass/fail,midsem1.TOC,midsem1.DBMS,midsem1.OS,midsem1.Software Engineering,midsem1.Neural Networks and Deep Learning,midsem1.ESP,midsem1.SDP,midsem2.TOC,midsem2.DBMS,midsem2.OS,midsem2.Software Engineering,midsem2.Neural Networks and Deep Learning,midsem2.ESP,midsem2.SDP,midsem1lab.DBMS,midsem1lab.OS,midsem1lab.Software Engineering,midsem2lab.DBMS,midsem2lab.OS,midsem2lab.Software Engineering,internal_marks.TOC,internal_marks.DBMS,internal_marks.OS,internal_marks.Software Engineering,internal_marks.Neural Networks and Deep Learning,internal_marks.ESP,internal_marks.SDP,lab_final.DBMS,lab_final.OS,lab_final.Software Engineering,final_theory.TOC,final_theory.DBMS,final_theory.OS,final_theory.Software Engineering,final_theory.Neural Networks and Deep Learning,final_theory.ESP,final_theory.SDP
4131,3rd,CSEIOT,Pass,20.0,19.0,21.0,24.0,11.0,28.0,26.0,23.0,16.0,13.0,11.0,9.0,15.0,13.0,13.0,24.0,2.0,22.0,28.0,26.0,7.0,11.0,7.0,32.0,28.0,25.0,38.0,78.0,56.0,26.0,49.0,58.0,18.0,15.0,61.0,84.0,54.0
4132,3rd,CSE(AIML),Pass,30.0,7.0,18.0,27.0,28.0,30.0,1.0,1.0,20.0,29.0,23.0,8.0,19.0,11.0,12.0,,11.0,28.0,3.0,27.0,50.0,20.0,42.0,6.0,36.0,25.0,0.0,98.0,51.0,51.0,26.0,12.0,96.0,50.0,13.0,97.0,31.0
4133,3rd,CSEIOT,Pass,25.0,28.0,7.0,25.0,3.0,9.0,24.0,4.0,5.0,12.0,17.0,27.0,30.0,0.0,5.0,0.0,5.0,27.0,11.0,21.0,49.0,6.0,40.0,2.0,17.0,31.0,32.0,74.0,36.0,72.0,4.0,41.0,84.0,50.0,70.0,37.0,117.0
4134,3rd,CSEAI,Fail,0.0,29.0,14.0,2.0,8.0,21.0,27.0,6.0,5.0,22.0,15.0,5.0,8.0,15.0,19.0,30.0,5.0,0.0,4.0,8.0,35.0,,48.0,41.0,19.0,15.0,36.0,81.0,42.0,1.0,59.0,18.0,21.0,2.0,6.0,85.0,37.0
4135,3rd,CSEIOTCSBT,Pass,14.0,25.0,12.0,7.0,23.0,19.0,24.0,2.0,26.0,10.0,24.0,11.0,23.0,18.0,6.0,23.0,22.0,21.0,11.0,28.0,24.0,24.0,15.0,59.0,45.0,25.0,35.0,24.0,64.0,29.0,88.0,32.0,64.0,59.0,19.0,77.0,44.0
4136,3rd,CSE(AIML),Pass,13.0,29.0,17.0,12.0,9.0,5.0,1.0,3.0,26.0,20.0,22.0,28.0,9.0,28.0,1.0,26.0,2.0,19.0,23.0,23.0,17.0,6.0,58.0,37.0,8.0,8.0,45.0,57.0,76.0,76.0,94.0,34.0,31.0,43.0,49.0,46.0,99.0
4137,3rd,CSEIOT,Pass,18.0,6.0,9.0,27.0,15.0,26.0,30.0,0.0,17.0,28.0,5.0,2.0,25.0,28.0,19.0,1.0,7.0,5.0,12.0,25.0,8.0,47.0,39.0,12.0,43.0,49.0,6.0,69.0,39.0,21.0,87.0,68.0,99.0,87.0,89.0,73.0,18.0
4138,3rd,CSEIOT,Fail,12.0,1.0,11.0,29.0,14.0,25.0,11.0,16.0,6.0,11.0,18.0,20.0,16.0,15.0,24.0,27.0,12.0,21.0,3.0,23.0,6.0,43.0,4.0,19.0,3.0,42.0,8.0,17.0,74.0,30.0,43.0,5.0,11.0,26.0,20.0,96.0,79.0
4139,3rd,CSEIOTCSBT,Pass,14.0,20.0,21.0,26.0,17.0,5.0,17.0,8.0,18.0,9.0,1.0,18.0,3.0,13.0,17.0,30.0,9.0,15.0,19.0,15.0,44.0,24.0,50.0,0.0,45.0,10.0,33.0,5.0,73.0,2.0,71.0,77.0,83.0,71.0,49.0,2.0,29.0
4140,3rd,CSE(AIML),Pass,27.0,24.0,15.0,9.0,17.0,7.0,8.0,2.0,25.0,5.0,8.0,27.0,15.0,26.0,26.0,17.0,24.0,2.0,3.0,6.0,38.0,50.0,25.0,30.0,19.0,48.0,50.0,76.0,94.0,89.0,39.0,17.0,53.0,44.0,99.0,69.0,19.0
4141,3rd,CSEAI,Pass,26.0,19.0,22.0,8.0,20.0,3.0,24.0,24.0,4.0,10.0,1.0,26.0,7.0,15.0,18.0,6.0,3.0,23.0,28.0,23.0,4.0,0.0,7.0,3.0,44.0,8.0,15.0,23.0,15.0,39.0,82.0,62.0,23.0,56.0,75.0,74.0,68.0
4142,3rd,CSE(AIML),Pass,5.0,29.0,20.0,28.0,17.0,15.0,20.0,20.0,15.0,20.0,12.0,8.0,1.0,9.0,5.0,6.0,6.0,29.0,28.0,24.0,27.0,,42.0,0.0,17.0,26.0,33.0,51.0,87.0,85.0,29.0,40.0,82.0,20.0,21.0,42.0,58.0
4143,3rd,CSEIOT,Pass,30.0,12.0,18.0,23.0,21.0,10.0,29.0,25.0,12.0,13.0,29.0,30.0,9.0,26.0,14.0,3.0,7.0,7.0,2.0,10.0,13.0,28.0,36.0,31.0,2.0,46.0,7.0,16.0,8.0,52.0,48.0,52.0,15.0,14.0,72.0,92.0,63.0
4144,3rd,CSEAI,Fail,25.0,18.0,12.0,5.0,15.0,23.0,19.0,9.0,14.0,3.0,15.0,6.0,1.0,3.0,20.0,7.0,15.0,6.0,1.0,7.0,31.0,14.0,17.0,35.0,0.0,34.0,39.0,49.0,22.0,0.0,48.0,28.0,77.0,45.0,23.0,73.0,24.0
4145,3rd,CSE(AIML),Pass,19.0,18.0,13.0,24.0,21.0,11.0,16.0,13.0,22.0,,7.0,9.0,17.0,11.0,19.0,23.0,2.0,28.0,0.0,,34.0,40.0,46.0,31.0,25.0,1.0,37.0,81.0,17.0,93.0,67.0,86.0,86.0,1.0,32.0,10.0,85.0
4146,3rd,CSE,Pass,25.0,11.0,20.0,18.0,5.0,9.0,60.0,4.0,0.0,17.0,12.0,27.0,30.0,3.0,26.0,23.0,30.0,22.0,13.0,10.0,28.0,19.0,26.0,6.0,37.0,49.0,48.0,63.0,84.0,76.0,92.0,34.0,13.0,99.0,38.0,32.0,19.0
4147,3rd,CSEIOT,Pass,30.0,0.0,13.0,11.0,9.0,13.0,29.0,3.0,21.0,54.0,28.0,27.0,23.0,51.0,13.0,18.0,1.0,26.0,10.0,7.0,2.0,16.0,9.0,33.0,10.0,25.0,49.0,24.0,20.0,93.0,97.0,34.0,82.0,41.0,76.0,70.0,30.0
4148,3rd,CSEAI,Fail,24.0,5.0,1.0,27.0,25.0,13.0,12.0,1.0,9.0,14.0,3.0,23.0,27.0,24.0,14.0,,9.0,30.0,23.0,28.0,21.0,6.0,18.0,14.0,5.0,28.0,2.0,58.0,2.0,86.0,30.0,96.0,61.0,3.0,20.0,47.0,75.0
4149,3rd,CSBS,Pass,6.0,2.0,13.0,25.0,18.0,1.0,20.0,17.0,2.0,12.0,14.0,25.0,1.0,28.0,27.0,21.0,12.0,22.0,2.0,1.0,48.0,9.0,41.0,27.0,3.0,13.0,40.0,5.0,79.0,46.0,77.0,56.0,89.0,97.0,73.0,12.0,36.0
4150,3rd,CSE,Fail,20.0,22.0,25.0,18.0,3.0,15.0,17.0,26.0,25.0,16.0,29.0,29.0,20.0,14.0,20.0,8.0,4.0,12.0,1.0,17.0,12.0,30.0,10.0,22.0,18.0,40.0,17.0,2.0,6.0,18.0,7.0,89.0,19.0,26.0,100.0,54.0,50.0
4151,3rd,CSE,Pass,8.0,25.0,11.0,0.0,16.0,16.0,17.0,25.0,6.0,27.0,7.0,24.0,0.0,8.0,16.0,16.0,22.0,25.0,4.0,13.0,19.0,31.0,21.0,24.0,29.0,18.0,11.0,69.0,51.0,13.0,76.0,96.0,68.0,31.0,,99.0,40.0
4152,3rd,CSEAI,Pass,20.0,4.0,13.0,4.0,23.0,12.0,12.0,18.0,4.0,23.0,9.0,24.0,15.0,17.0,2.0,19.0,30.0,15.0,27.0,20.0,45.0,8.0,44.0,21.0,42.0,26.0,49.0,9.0,38.0,14.0,10.0,78.0,30.0,1.0,62.0,82.0,87.0
4153,3rd,CSEIOTCSBT,Pass,15.0,2.0,14.0,1.0,3.0,7.0,8.0,26.0,5.0,2.0,20.0,22.0,1.0,10.0,17.0,4.0,8.0,22.0,1.0,28.0,18.0,16.0,47.0,35.0,12.0,46.0,13.0,59.0,33.0,51.0,98.0,5.0,66.0,22.0,81.0,14.0,83.0
4154,3rd,CSEIOT,Pass,9.0,24.0,13.0,0.0,14.0,22.0,1.0,11.0,22.0,24.0,20.0,0.0,16.0,11.0,25.0,21.0,8.0,29.0,0.0,13.0,40.0,34.0,28.0,11.0,42.0,30.0,2.0,64.0,54.0,78.0,99.0,96.0,5.0,8.0,77.0,79.0,22.0
4155,3rd,CSE,Pass,26.0,22.0,9.0,27.0,12.0,1.0,20.0,3.0,15.0,27.0,13.0,26.0,11.0,11.0,25.0,22.0,28.0,22.0,6.0,22.0,29.0,75.0,36.0,2.0,9.0,3.0,30.0,64.0,83.0,48.0,91.0,91.0,1.0,10.0,11.0,26.0,56.0
4156,3rd,CSEAI,Fail,2.0,11.0,17.0,11.0,30.0,7.0,22.0,1.0,16.0,24.0,24.0,1.0,15.0,23.0,14.0,20.0,3.0,9.0,19.0,8.0,21.0,46.0,25.0,3.0,1.0,14.0,1.0,19.0,46.0,16.0,59.0,62.0,66.0,13.0,3.0,99.0,93.0
4157,3rd,CSEAI,Fail,19.0,20.0,25.0,10.0,24.0,0.0,28.0,15.0,16.0,14.0,9.0,4.0,9.0,9.0,29.0,19.0,27.0,28.0,18.0,5.0,13.0,29.0,15.0,14.0,,24.0,25.0,67.0,57.0,21.0,9.0,58.0,6.0,2.0,14.0,72.0,24.0
4158,3rd,CSE(AIML),Pass,8.0,16.0,19.0,20.0,28.0,9.0,29.0,26.0,9.0,19.0,19.0,26.0,3.0,9.0,16.0,18.0,11.0,,26.0,1.0,40.0,18.0,13.0,34.0,8.0,46.0,22.0,82.0,52.0,71.0,98.0,15.0,32.0,10.0,72.0,7.0,76.0
4159,3rd,CSE,Fail,21.0,13.0,6.0,10.0,13.0,1.0,0.0,8.0,26.0,37.0,11.0,29.0,28.0,8.0,7.0,5.0,18.0,16.0,7.0,9.0,22.0,33.0,13.0,31.0,3.0,11.0,12.0,69.0,5.0,2.0,11.0,2.0,8.0,45.0,49.0,69.0,82.0
4160,3rd,CSE(AIML),Pass,25.0,14.0,4.0,3.0,12.0,1.0,22.0,18.0,15.0,19.0,23.0,25.0,26.0,23.0,13.0,20.0,28.0,13.0,5.0,7.0,24.0,34.0,22.0,12.0,43.0,11.0,4.0,0.0,96.0,61.0,97.0,36.0,53.0,90.0,98.0,76.0,30.0
4161,3rd,CSBS,Pass,24.0,15.0,21.0,14.0,4.0,30.0,9.0,0.0,25.0,1.0,30.0,4.0,21.0,7.0,14.0,15.0,3.0,12.0,21.0,15.0,11.0,5.0,47.0,0.0,40.0,21.0,38.0,37.0,52.0,26.0,23.0,60.0,99.0,72.0,22.0,13.0,47.0
4162,3rd,CSEIOT,Pass,22.0,21.0,2.0,18.0,30.0,27.0,3.0,25.0,9.0,,45.0,25.0,16.0,9.0,16.0,9.0,15.0,6.0,15.0,11.0,8.0,46.0,6.0,43.0,13.0,9.0,38.0,55.0,4.0,58.0,91.0,80.0,23.0,61.0,90.0,54.0,77.0
4163,3rd,CSBS,Pass,8.0,23.0,4.0,14.0,28.0,20.0,20.0,30.0,4.0,22.0,4.0,11.0,7.0,22.0,14.0,22.0,23.0,20.0,13.0,30.0,41.0,26.0,12.0,1.0,11.0,42.0,26.0,38.0,96.0,61.0,8.0,81.0,46.0,31.0,2.0,54.0,97.0
4164,3rd,CSEIOT,Pass,16.0,16.0,24.0,27.0,25.0,0.0,15.0,11.0,15.0,29.0,4.0,7.0,25.0,25.0,21.0,5.0,0.0,27.0,16.0,7.0,44.0,29.0,18.0,44.0,43.0,9.0,29.0,35.0,83.0,72.0,30.0,69.0,19.0,85.0,5.0,31.0,66.0
4165,3rd,CSBS,Pass,14.0,5.0,23.0,7.0,11.0,17.0,20.0,6.0,25.0,25.0,17.0,26.0,18.0,24.0,2.0,7.0,24.0,9.0,16.0,11.0,40.0,19.0,36.0,48.0,33.0,11.0,9.0,26.0,79.0,74.0,46.0,17.0,21.0,30.0,79.0,4.0,64.0
4166,3rd,CSEAI,Fail,7.0,16.0,20.0,22.0,28.0,25.0,17.0,4.0,21.0,3.0,27.0,21.0,0.0,29.0,3.0,16.0,1.0,11.0,21.0,30.0,32.0,41.0,15.0,5.0,22.0,0.0,6.0,62.0,12.0,33.0,0.0,91.0,19.0,43.0,50.0,42.0,16.0
4167,3rd,CSEIOT,Pass,,1.0,5.0,2.0,4.0,27.0,8.0,1.0,2.0,20.0,11.0,15.0,18.0,1.0,3.0,7.0,13.0,20.0,2.0,27.0,17.0,47.0,12.0,48.0,46.0,23.0,39.0,40.0,78.0,41.0,97.0,22.0,17.0,97.0,38.0,74.0,2.0
4168,3rd,CSEIOTCSBT,Fail,30.0,11.0,0.0,20.0,7.0,7.0,4.0,10.0,7.0,12.0,2.0,11.0,16.0,26.0,30.0,1.0,7.0,2.0,9.0,3.0,14.0,7.0,5.0,37.0,11.0,32.0,40.0,35.0,81.0,4.0,73.0,51.0,70.0,35.0,11.0,86.0,55.0
4169,3rd,CSEIOT,Pass,5.0,26.0,26.0,12.0,27.0,8.0,12.0,2.0,7.0,24.0,21.0,0.0,30.0,26.0,10.0,6.0,11.0,4.0,23.0,16.0,45.0,37.0,12.0,6.0,12.0,28.0,46.0,13.0,57.0,89.0,40.0,6.0,67.0,29.0,25.0,6.0,78.0
4170,3rd,CSE,Fail,12.0,10.0,28.0,25.0,17.0,,15.0,2.0,21.0,9.0,15.0,4.0,14.0,6.0,1.0,4.0,13.0,11.0,12.0,13.0,18.0,21.0,27.0,36.0,17.0,13.0,8.0,47.0,14.0,39.0,53.0,76.0,27.0,21.0,14.0,92.0,37.0
4171,3rd,CSE(AIML),Fail,8.0,24.0,3.0,24.0,16.0,29.0,2.0,23.0,24.0,30.0,9.0,19.0,25.0,26.0,9.0,26.0,11.0,11.0,4.0,11.0,37.0,18.0,38.0,18.0,33.0,3.0,14.0,44.0,7.0,70.0,48.0,26.0,1.0,71.0,29.0,69.0,6.0
4172,3rd,CSE(AIML),Fail,12.0,1.0,30.0,24.0,13.0,24.0,1.0,8.0,17.0,21.0,1.0,22.0,20.0,24.0,8.0,28.0,20.0,12.0,3.0,9.0,16.0,49.0,7.0,2.0,46.0,46.0,27.0,29.0,19.0,42.0,42.0,78.0,7.0,26.0,29.0,0.0,28.0
4173,3rd,CSE(AIML),Pass,17.0,28.0,21.0,23.0,2.0,28.0,7.0,12.0,14.0,30.0,21.0,4.0,6.0,16.0,23.0,5.0,19.0,20.0,12.0,21.0,29.0,31.0,15.0,38.0,44.0,9.0,10.0,77.0,13.0,99.0,21.0,32.0,29.0,88.0,90.0,60.0,75.0
4174,3rd,CSEIOT,Pass,5.0,4.0,27.0,29.0,19.0,21.0,16.0,10.0,8.0,17.0,22.0,0.0,25.0,4.0,15.0,14.0,14.0,28.0,30.0,2.0,14.0,3.0,47.0,20.0,29.0,50.0,2.0,94.0,66.0,6.0,56.0,8.0,33.0,42.0,88.0,8.0,61.0
4175,3rd,CSEIOT,Pass,13.0,24.0,17.0,7.0,1.0,25.0,8.0,24.0,21.0,24.0,16.0,9.0,16.0,15.0,8.0,28.0,25.0,0.0,29.0,26.0,41.0,9.0,46.0,8.0,17.0,41.0,0.0,78.0,31.0,100.0,91.0,90.0,30.0,84.0,20.0,65.0,74.0
4176,3rd,CSEAI,Fail,5.0,17.0,1.0,25.0,7.0,7.0,14.0,5.0,11.0,12.0,22.0,1.0,6.0,28.0,12.0,2.0,3.0,1.0,1.0,10.0,34.0,6.0,16.0,3.0,14.0,27.0,0.0,82.0,90.0,42.0,30.0,70.0,45.0,89.0,40.0,41.0,70.0
4177,3rd,CSBS,Fail,20.0,30.0,4.0,26.0,24.0,30.0,22.0,14.0,25.0,9.0,12.0,30.0,19.0,22.0,5.0,19.0,2.0,2.0,5.0,11.0,20.0,23.0,22.0,43.0,16.0,24.0,13.0,19.0,4.0,73.0,,19.0,92.0,60.0,34.0,30.0,1.0
4178,3rd,CSE(AIML),Pass,24.0,30.0,28.0,26.0,25.0,6.0,12.0,25.0,8.0,11.0,0.0,0.0,18.0,7.0,21.0,6.0,6.0,8.0,10.0,21.0,43.0,35.0,41.0,42.0,27.0,37.0,35.0,9.0,71.0,53.0,44.0,65.0,3.0,31.0,38.0,71.0,71.0
4179,3rd,CSE(AIML),Pass,12.0,19.0,19.0,11.0,21.0,25.0,14.0,22.0,30.0,28.0,26.0,27.0,10.0,21.0,28.0,17.0,1.0,17.0,17.0,13.0,14.0,5.0,27.0,31.0,4.0,33.0,18.0,41.0,12.0,39.0,72.0,100.0,59.0,44.0,90.0,89.0,111.0
4180,3rd,CSEIOTCSBT,Fail,18.0,11.0,3.0,13.0,13.0,25.0,4.0,10.0,2.0,10.0,6.0,7.0,5.0,25.0,28.0,5.0,20.0,11.0,,,3.0,7.0,42.0,13.0,41.0,33.0,23.0,56.0,25.0,38.0,6.0,22.0,41.0,91.0,59.0,31.0,81.0
4181,3rd,CSEIOT,Pass,9.0,2.0,21.0,0.0,14.0,29.0,0.0,30.0,25.0,23.0,28.0,6.0,27.0,8.0,28.0,27.0,16.0,25.0,24.0,30.0,1.0,44.0,5.0,36.0,9.0,35.0,30.0,82.0,31.0,12.0,40.0,13.0,63.0,50.0,99.0,80.0,25.0
4182,3rd,CSEAI,Fail,0.0,19.0,16.0,24.0,18.0,1.0,0.0,3.0,21.0,18.0,21.0,16.0,2.0,4.0,26.0,24.0,15.0,21.0,0.0,24.0,40.0,38.0,16.0,18.0,32.0,3.0,45.0,97.0,86.0,6.0,78.0,11.0,54.0,7.0,9.0,22.0,
4183,3rd,CSE,Fail,12.0,20.0,1.0,19.0,15.0,26.0,3.0,12.0,10.0,5.0,26.0,27.0,8.0,0.0,57.0,6.0,26.0,12.0,14.0,4.0,20.0,7.0,37.0,4.0,11.0,28.0,36.0,14.0,40.0,28.0,5.0,3.0,17.0,23.0,61.0,57.0,29.0
4184,3rd,CSE(AIML),Pass,17.0,6.0,25.0,8.0,29.0,20.0,0.0,21.0,17.0,3.0,0.0,8.0,8.0,29.0,26.0,19.0,28.0,6.0,23.0,17.0,1.0,20.0,35.0,36.0,30.0,33.0,47.0,92.0,90.0,52.0,82.0,10.0,84.0,58.0,91.0,33.0,100.0
4185,3rd,CSEIOTCSBT,Fail,0.0,13.0,16.0,17.0,23.0,30.0,27.0,13.0,18.0,14.0,11.0,27.0,7.0,8.0,1.0,16.0,12.0,16.0,8.0,27.0,0.0,41.0,2.0,26.0,7.0,33.0,33.0,80.0,99.0,13.0,5.0,51.0,56.0,23.0,24.0,14.0,71.0
4186,3rd,CSE(AIML),Fail,11.0,24.0,2.0,0.0,1.0,,6.0,10.0,3.0,0.0,28.0,12.0,7.0,5.0,5.0,17.0,28.0,,14.0,23.0,48.0,0.0,4.0,40.0,39.0,15.0,12.0,45.0,19.0,19.0,79.0,95.0,52.0,31.0,83.0,40.0,43.0
4187,3rd,CSE(AIML),Pass,17.0,0.0,5.0,16.0,10.0,23.0,7.0,21.0,7.0,18.0,14.0,7.0,12.0,16.0,,9.0,15.0,26.0,6.0,3.0,7.0,0.0,26.0,16.0,30.0,1.0,47.0,66.0,14.0,91.0,34.0,102.0,54.0,46.0,47.0,64.0,50.0
4188,3rd,CSEIOTCSBT,Pass,8.0,25.0,29.0,17.0,28.0,6.0,30.0,5.0,27.0,19.0,9.0,12.0,6.0,6.0,23.0,12.0,29.0,13.0,21.0,0.0,46.0,18.0,17.0,26.0,48.0,39.0,40.0,52.0,21.0,1.0,73.0,61.0,48.0,37.0,50.0,34.0,29.0
4189,3rd,CSE(AIML),Pass,12.0,29.0,30.0,28.0,27.0,1.0,4.0,11.0,8.0,20.0,3.0,6.0,13.0,5.0,0.0,0.0,24.0,18.0,11.0,8.0,35.0,10.0,0.0,25.0,44.0,24.0,,40.0,58.0,96.0,53.0,61.0,29.0,70.0,57.0,73.0,47.0
4190,3rd,CSE,Pass,23.0,29.0,7.0,24.0,26.0,5.0,23.0,10.0,28.0,6.0,24.0,21.0,17.0,3.0,24.0,29.0,4.0,18.0,10.0,27.0,13.0,9.0,15.0,30.0,24.0,7.0,38.0,29.0,23.0,20.0,35.0,70.0,97.0,10.0,73.0,86.0,33.0
4191,3rd,CSEIOT,Pass,21.0,22.0,26.0,12.0,10.0,28.0,27.0,5.0,3.0,24.0,20.0,7.0,17.0,19.0,29.0,17.0,11.0,5.0,9.0,3.0,26.0,20.0,14.0,46.0,37.0,12.0,18.0,72.0,36.0,56.0,16.0,87.0,45.0,80.0,17.0,96.0,78.0
4192,3rd,CSEAI,Pass,26.0,27.0,0.0,5.0,16.0,3.0,22.0,21.0,8.0,28.0,1.0,15.0,4.0,28.0,8.0,1.0,21.0,27.0,1.0,11.0,22.0,5.0,20.0,20.0,50.0,4.0,9.0,25.0,16.0,80.0,62.0,91.0,99.0,71.0,44.0,77.0,27.0
4193,3rd,CSEIOTCSBT,Fail,8.0,28.0,0.0,14.0,0.0,10.0,6.0,21.0,3.0,7.0,12.0,9.0,17.0,30.0,14.0,20.0,23.0,8.0,0.0,5.0,25.0,18.0,13.0,49.0,7.0,11.0,36.0,86.0,14.0,50.0,50.0,64.0,24.0,2.0,94.0,63.0,45.0
4194,3rd,CSEIOTCSBT,Pass,2.0,6.0,14.0,4.0,10.0,22.0,24.0,16.0,22.0,20.0,13.0,5.0,9.0,14.0,5.0,2.0,,28.0,7.0,30.0,0.0,11.0,28.0,47.0,19.0,26.0,11.0,33.0,83.0,79.0,86.0,99.0,85.0,39.0,69.0,82.0,17.0
4195,3rd,CSEIOT,Pass,26.0,29.0,6.0,4.0,0.0,24.0,10.0,16.0,27.0,5.0,18.0,30.0,5.0,2.0,8.0,5.0,11.0,8.0,15.0,22.0,27.0,7.0,17.0,14.0,18.0,31.0,28.0,30.0,88.0,21.0,83.0,75.0,76.0,23.0,39.0,0.0,53.0
4196,3rd,CSEIOTCSBT,Fail,30.0,25.0,19.0,6.0,6.0,9.0,14.0,9.0,20.0,16.0,22.0,23.0,9.0,18.0,23.0,10.0,7.0,12.0,10.0,22.0,41.0,33.0,1.0,8.0,27.0,35.0,7.0,53.0,43.0,12.0,20.0,9.0,55.0,25.0,12.0,50.0,18.0
4197,3rd,CSBS,Pass,22.0,16.0,12.0,28.0,9.0,18.0,4.0,19.0,17.0,17.0,14.0,9.0,2.0,10.0,6.0,16.0,15.0,12.0,13.0,9.0,44.0,43.0,33.0,62.0,37.0,10.0,48.0,93.0,21.0,93.0,19.0,16.0,13.0,89.0,78.0,95.0,48.0
4198,3rd,CSE,Fail,5.0,18.0,14.0,5.0,21.0,20.0,24.0,1.0,19.0,19.0,6.0,11.0,25.0,22.0,5.0,23.0,23.0,5.0,29.0,26.0,9.0,39.0,18.0,24.0,11.0,34.0,26.0,7.0,47.0,62.0,56.0,32.0,2.0,3.0,23.0,9.0,62.0
4199,3rd,CSEAI,Pass,4.0,24.0,2.0,5.0,18.0,16.0,16.0,7.0,26.0,17.0,14.0,18.0,30.0,26.0,15.0,20.0,27.0,0.0,24.0,22.0,45.0,45.0,7.0,1.0,15.0,21.0,44.0,18.0,24.0,4.0,65.0,73.0,16.0,74.0,84.0,60.0,70.0
4200,3rd,CSE,Fail,26.0,19.0,26.0,22.0,14.0,0.0,21.0,12.0,13.0,20.0,9.0,20.0,2.0,1.0,11.0,11.0,0.0,24.0,14.0,30.0,33.0,71.0,31.0,1.0,33.0,42.0,10.0,20.0,51.0,0.0,7.0,32.0,83.0,33.0,46.0,20.0,63.0
4201,3rd,CSE(AIML),Pass,0.0,14.0,12.0,13.0,7.0,1.0,24.0,19.0,6.0,10.0,23.0,6.0,30.0,24.0,26.0,27.0,19.0,21.0,19.0,16.0,11.0,5.0,5.0,48.0,50.0,28.0,15.0,31.0,82.0,52.0,45.0,75.0,60.0,83.0,58.0,65.0,52.0
4202,3rd,CSEAI,Pass,13.0,16.0,4.0,15.0,2.0,14.0,24.0,24.0,22.0,2.0,8.0,29.0,19.0,21.0,15.0,18.0,29.0,12.0,16.0,16.0,14.0,,33.0,35.0,28.0,41.0,16.0,13.0,52.0,54.0,77.0,19.0,90.0,66.0,34.0,71.0,40.0
4203,3rd,CSEIOTCSBT,Pass,21.0,29.0,,10.0,19.0,1.0,1.0,14.0,14.0,23.0,4.0,15.0,,10.0,26.0,2.0,30.0,1.0,8.0,19.0,26.0,39.0,20.0,19.0,,49.0,20.0,63.0,44.0,76.0,29.0,38.0,53.0,40.0,27.0,87.0,60.0
4204,3rd,CSE(AIML),Pass,22.0,9.0,6.0,24.0,0.0,15.0,22.0,24.0,28.0,0.0,20.0,16.0,7.0,18.0,15.0,17.0,29.0,17.0,28.0,23.0,24.0,32.0,49.0,46.0,45.0,15.0,44.0,99.0,20.0,39.0,54.0,58.0,15.0,4.0,47.0,49.0,55.0
4205,3rd,CSEIOT,Pass,16.0,30.0,24.0,26.0,28.0,26.0,19.0,28.0,24.0,16.0,14.0,22.0,10.0,26.0,29.0,23.0,2.0,2.0,6.0,6.0,0.0,27.0,26.0,12.0,23.0,16.0,40.0,69.0,99.0,17.0,25.0,22.0,72.0,62.0,37.0,27.0,13.0
4206,3rd,CSE,Pass,27.0,13.0,26.0,15.0,10.0,29.0,9.0,8.0,15.0,18.0,20.0,23.0,27.0,5.0,14.0,14.0,19.0,23.0,14.0,4.0,23.0,32.0,47.0,8.0,4.0,44.0,29.0,29.0,98.0,53.0,31.0,51.0,4.0,50.0,6.0,46.0,62.0
4207,3rd,CSEIOTCSBT,Fail,25.0,28.0,25.0,1.0,21.0,4.0,7.0,6.0,1.0,3.0,2.0,1.0,19.0,19.0,1.0,16.0,30.0,27.0,22.0,11.0,44.0,1.0,20.0,0.0,13.0,8.0,1.0,38.0,6.0,59.0,94.0,24.0,67.0,55.0,57.0,76.0,18.0
4208,3rd,CSBS,Pass,25.0,25.0,14.0,8.0,26.0,2.0,20.0,11.0,27.0,1.0,27.0,17.0,10.0,30.0,8.0,2.0,,2.0,24.0,0.0,19.0,12.0,50.0,43.0,8.0,41.0,10.0,98.0,93.0,11.0,18.0,89.0,75.0,30.0,31.0,65.0,46.0
4209,3rd,CSEIOT,Pass,29.0,15.0,13.0,28.0,19.0,1.0,10.0,29.0,26.0,13.0,11.0,22.0,0.0,15.0,6.0,8.0,0.0,3.0,16.0,2.0,18.0,50.0,40.0,24.0,23.0,21.0,34.0,46.0,98.0,81.0,16.0,35.0,37.0,23.0,97.0,26.0,98.0
4210,3rd,CSEIOT,Pass,6.0,10.0,25.0,8.0,0.0,9.0,0.0,13.0,16.0,4.0,28.0,15.0,10.0,1.0,9.0,8.0,20.0,6.0,27.0,8.0,3.0,29.0,50.0,47.0,12.0,46.0,45.0,90.0,82.0,91.0,81.0,31.0,34.0,15.0,114.0,29.0,5.0
4211,3rd,CSE,Pass,7.0,5.0,19.0,22.0,1.0,27.0,22.0,14.0,17.0,0.0,17.0,9.0,24.0,24.0,4.0,27.0,4.0,7.0,0.0,2.0,14.0,9.0,34.0,24.0,23.0,8.0,25.0,70.0,89.0,91.0,82.0,83.0,59.0,21.0,61.0,24.0,77.0
4212,3rd,CSEAI,Pass,21.0,10.0,1.0,27.0,24.0,9.0,12.0,28.0,25.0,23.0,30.0,16.0,19.0,23.0,2.0,27.0,19.0,8.0,27.0,4.0,2.0,16.0,19.0,28.0,27.0,33.0,6.0,82.0,58.0,85.0,76.0,6.0,39.0,93.0,89.0,96.0,90.0
